Card,Designators,Section,Subsection,Category,Manufacturer,Part_Number,Ecoinvent_flow,Ecoinvent_unit,Total_quantity,Total_mass_kg,Direction,Comments
analog_control,"R63_ADC_1, R63_ADC_2, R63_ADC_3, R63_ADC_4, R63_ADC_5, R63_ADC_6, R68_ADC_1, R68_ADC_2, R68_ADC_3, R68_ADC_4, R68_ADC_5, R68_ADC_6, R69_ADC_1, R69_ADC_2, R69_ADC_3, R69_ADC_4, R69_ADC_5, R69_ADC_6, R74_ADC_1, R74_ADC_2, R74_ADC_3, R74_ADC_4, R74_ADC_5, R74_ADC_6, R75_ADC_1, R75_ADC_2, R75_ADC_3, R75_ADC_4, R75_ADC_5, R75_ADC_6, R80_ADC_1, R80_ADC_2, R80_ADC_3, R80_ADC_4, R80_ADC_5, R80_ADC_6, R81_ADC_1, R81_ADC_2, R81_ADC_3, R81_ADC_4, R81_ADC_5, R81_ADC_6, R86_ADC_1, R86_ADC_2, R86_ADC_3, R86_ADC_4, R86_ADC_5, R86_ADC_6, R87_ADC_1, R87_ADC_2, R87_ADC_3, R87_ADC_4, R87_ADC_5, R87_ADC_6, R92_ADC_1, R92_ADC_2, R92_ADC_3, R92_ADC_4, R92_ADC_5, R92_ADC_6, R93_ADC_1, R93_ADC_2, R93_ADC_3, R93_ADC_4, R93_ADC_5, R93_ADC_6, R98_ADC_1, R98_ADC_2, R98_ADC_3, R98_ADC_4, R98_ADC_5, R98_ADC_6, R99_ADC_1, R99_ADC_2, R99_ADC_3, R99_ADC_4, R99_ADC_5, R99_ADC_6, R104_ADC_1, R104_ADC_2, R104_ADC_3, R104_ADC_4, R104_ADC_5, R104_ADC_6, R105_ADC_1, R105_ADC_2, R105_ADC_3, R105_ADC_4, R105_ADC_5, R105_ADC_6, R110_ADC_1, R110_ADC_2, R110_ADC_3, R110_ADC_4, R110_ADC_5, R110_ADC_6, R126",Passives,Resistors,Thick Film,GENERIC,R0402_1M_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,7.88125e-05,7.88125e-05,Input,Mass from generic 0402 resistor.
analog_control,"R64_ADC_1, R64_ADC_2, R64_ADC_3, R64_ADC_4, R64_ADC_5, R64_ADC_6, R65_ADC_1, R65_ADC_2, R65_ADC_3, R65_ADC_4, R65_ADC_5, R65_ADC_6, R66_ADC_1, R66_ADC_2, R66_ADC_3, R66_ADC_4, R66_ADC_5, R66_ADC_6, R67_ADC_1, R67_ADC_2, R67_ADC_3, R67_ADC_4, R67_ADC_5, R67_ADC_6, R70_ADC_1, R70_ADC_2, R70_ADC_3, R70_ADC_4, R70_ADC_5, R70_ADC_6, R71_ADC_1, R71_ADC_2, R71_ADC_3, R71_ADC_4, R71_ADC_5, R71_ADC_6, R72_ADC_1, R72_ADC_2, R72_ADC_3, R72_ADC_4, R72_ADC_5, R72_ADC_6, R73_ADC_1, R73_ADC_2, R73_ADC_3, R73_ADC_4, R73_ADC_5, R73_ADC_6, R76_ADC_1, R76_ADC_2, R76_ADC_3, R76_ADC_4, R76_ADC_5, R76_ADC_6, R77_ADC_1, R77_ADC_2, R77_ADC_3, R77_ADC_4, R77_ADC_5, R77_ADC_6, R78_ADC_1, R78_ADC_2, R78_ADC_3, R78_ADC_4, R78_ADC_5, R78_ADC_6, R79_ADC_1, R79_ADC_2, R79_ADC_3, R79_ADC_4, R79_ADC_5, R79_ADC_6, R82_ADC_1, R82_ADC_2, R82_ADC_3, R82_ADC_4, R82_ADC_5, R82_ADC_6, R83_ADC_1, R83_ADC_2, R83_ADC_3, R83_ADC_4, R83_ADC_5, R83_ADC_6, R84_ADC_1, R84_ADC_2, R84_ADC_3, R84_ADC_4, R84_ADC_5, R84_ADC_6, R85_ADC_1, R85_ADC_2, R85_ADC_3, R85_ADC_4, R85_ADC_5, R85_ADC_6, R88_ADC_1, R88_ADC_2, R88_ADC_3, R88_ADC_4, R88_ADC_5, R88_ADC_6, R89_ADC_1, R89_ADC_2, R89_ADC_3, R89_ADC_4, R89_ADC_5, R89_ADC_6, R90_ADC_1, R90_ADC_2, R90_ADC_3, R90_ADC_4, R90_ADC_5, R90_ADC_6, R91_ADC_1, R91_ADC_2, R91_ADC_3, R91_ADC_4, R91_ADC_5, R91_ADC_6, R94_ADC_1, R94_ADC_2, R94_ADC_3, R94_ADC_4, R94_ADC_5, R94_ADC_6, R95_ADC_1, R95_ADC_2, R95_ADC_3, R95_ADC_4, R95_ADC_5, R95_ADC_6, R96_ADC_1, R96_ADC_2, R96_ADC_3, R96_ADC_4, R96_ADC_5, R96_ADC_6, R97_ADC_1, R97_ADC_2, R97_ADC_3, R97_ADC_4, R97_ADC_5, R97_ADC_6, R100_ADC_1, R100_ADC_2, R100_ADC_3, R100_ADC_4, R100_ADC_5, R100_ADC_6, R101_ADC_1, R101_ADC_2, R101_ADC_3, R101_ADC_4, R101_ADC_5, R101_ADC_6, R102_ADC_1, R102_ADC_2, R102_ADC_3, R102_ADC_4, R102_ADC_5, R102_ADC_6, R103_ADC_1, R103_ADC_2, R103_ADC_3, R103_ADC_4, R103_ADC_5, R103_ADC_6, R106_ADC_1, R106_ADC_2, R106_ADC_3, R106_ADC_4, R106_ADC_5, R106_ADC_6, R107_ADC_1, R107_ADC_2, R107_ADC_3, R107_ADC_4, R107_ADC_5, R107_ADC_6, R108_ADC_1, R108_ADC_2, R108_ADC_3, R108_ADC_4, R108_ADC_5, R108_ADC_6, R109_ADC_1, R109_ADC_2, R109_ADC_3, R109_ADC_4, R109_ADC_5, R109_ADC_6, R160, R161, R162, R163",Passives,Resistors,Thick Film,GENERIC,R0402_220R_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,0.00015925,0.00015925,Input,Mass from generic 0402 resistor.
analog_control,R127,Passives,Resistors,Thick Film,GENERIC,R0402_60K4_1%_0.063W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Mass from generic 0402 resistor.
analog_control,"R128, R167",Passives,Resistors,Thick Film,GENERIC,R0402_180K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,1.625e-06,1.625e-06,Input,Mass from generic 0402 resistor.
analog_control,"R130, R150, R151, R152, R153, R154",Passives,Resistors,Thick Film,GENERIC,R0402_8R2_1%_0.0625W_200PPM,"resistor production, surface-mounted",kg,4.875e-06,4.875e-06,Input,Mass from generic 0402 resistor.
analog_control,"R139, R141",Passives,Resistors,Thick Film,GENERIC,R0402_120K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,1.625e-06,1.625e-06,Input,Mass from generic 0402 resistor.
analog_control,R164,Passives,Resistors,Thick Film,GENERIC,R0805_10M_1%_0.125W_100PPM,"resistor production, surface-mounted",kg,4.975e-06,4.975e-06,Input,Mass from generic 0805 resistor.
analog_control,R165,Passives,Resistors,Thick Film,GENERIC,R1206_0R01_1%_1W_100PPM,"resistor production, surface-mounted",kg,1.2856e-05,1.2856e-05,Input,Mass from generic 1206 resistor
analog_control,R166,Passives,Resistors,Thick Film,GENERIC,R0402_1K5_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Mass from generic 0402 resistor.
analog_control,R169,Passives,Resistors,Thick Film,GENERIC,R0402_33K_1%_0.0625W_100PPM,"resistor production, surface-mounted",kg,8.125e-07,8.125e-07,Input,Mass from generic 0402 resistor.
analog_control,"R121, R122, R134, R135, R136, R142, R143, R144, R145, R146, R147, R148, R168",Passives,Resistors,Zero Ohm,GENERIC,R0402_0R_JUMPER,"resistor production, surface-mounted",kg,1.05625e-05,1.05625e-05,Input,Mass from generic 0402 resistor.
analog_control,"RN1_ADC_1, RN1_ADC_2, RN1_ADC_3, RN1_ADC_4, RN1_ADC_5, RN1_ADC_6, RN2_ADC_1, RN2_ADC_2, RN2_ADC_3, RN2_ADC_4, RN2_ADC_5, RN2_ADC_6",Passives,Resistors,Resistor Network,YAGEO,YC248-JR-0733RL,"electronic component, passive, unspecified",kg,0.00132,0.00132,Input,passsive because is a group of resistors so it is accurate to just use a generic. mass: https://www.mouser.ch/ProductDetail/YAGEO/YC248-JR-0733RL?qs=nLJruSqDb979t1oygygK%252Bw%3D%3D
analog_control,"RN3_ANA_CAL_0, RN3_ANA_CAL_1",Passives,Resistors,Resistor Network,VISHAY,Y1365V0548BA0,"electronic component, passive, unspecified",kg,0.00016,0.00016,Input,https://uk.farnell.com/vishay-foil-resistors/y1365v0008qt9r/res-n-w-precision-4-res-10k-10k/dp/2820565RL
analog_control,"RN5, RN8_ANA_CAL_0, RN8_ANA_CAL_1, RN9, RN10, RN11, RN12, RN13, RN14, RN15, RN16",Passives,Resistors,Resistor Network,YAGEO,YC124-JR-0710RL,"electronic component, passive, unspecified",kg,0.001419,0.001419,Input,mass: https://www.mouser.ch/ProductDetail/YAGEO/YC124-JR-0710RL?qs=8cPjvKtxWv5nBVVOMnQKvw%3D%3D
analog_control,RN7,Passives,Resistors,Resistor Network,VISHAY,NOMCA16031002A,"electronic component, passive, unspecified",kg,0.0001853125,0.0001853125,Input,https://www.mouser.ch/ProductDetail/Vishay-Thin-Film/NOMCA16031002ATS?qs=PA%252BPfIdQ8xn4mv4Zs3psSQ%3D%3D
analog_control,"RN4, RN6",Passives,Resistors,Resistor Divider,VISHAY,MPMT10015001AT1,"electronic component, passive, unspecified",kg,1.6e-05,1.6e-05,Input,https://www.mouser.ch/ProductDetail/Vishay-Thin-Film/MPMT10015001AT1?qs=nuXzIS8loXFNGU%2Fu8RPhCw%3D%3D
analog_control,T1,Discrete Semiconductors,Small signal,Bipolar semiconductors,ONSEMI,PZT2907A,"transistor production, surface-mounted",kg,0.000188,0.000188,Input,https://www.mouser.es/ProductDetail/onsemi/PZT2907A?qs=UMEuL5FsraBXxz0nJet9Bg%3D%3D&srsltid=AfmBOopeoHCKH87-Ml34XF83hB62K3xHh1JxjGd1zT-2WUcnM2BNkdqF
analog_control,"T2, T3",Discrete Semiconductors,Small signal,Bipolar Transistor,ONSEMI,MMBT2222A,"transistor production, surface-mounted",kg,1.6425e-05,1.6425e-05,Input,https://eu.mouser.com/ProductDetail/onsemi/MMBT2222ALT1G?qs=HVbQlW5zcXWwnD7Jokybqg%3D%3D&utm_id=22436684119&utm_source=google&utm_medium=cpc&utm_marketing_tactic=emeacorp&gad_source=1&gad_campaignid=22426730046&gbraid=0AAAAADn_wf3MMOq51xvQ_ZjdhmwfA-CwU&gclid=Cj0KCQjw1ZjOBhCmARIsADDuFTCQZHjv8zG1rLRjQKEE_tDBw2mmxUCuU4iRJzWEMaGFz2a0RVadYQsaAvYAEALw_wcB
cabling,Cabling,Cabling,,AUTO,,,"cable, unspecified",kg,0.62964,0.62964,Input,From the CANCUN BoM of cables
contactor_card,PCB,PCB,,AUTO,Panel of 2,EDA-04976-V1,"printed wiring board production, for through-hole mounting, Pb free surface",m2,0.017,0.05236,Input,"Technological similarity: A power supply unit PCB is more representative of an inverter power card (2‑4 layers, power components) than a desktop mainboard (high‑density, many layers). Pb‑free consistency: The Pb‑free version aligns with the Pb‑free solder used elsewhere in the BOM (e.g., mounting process), avoiding methodological inconsistency and reflecting modern RoHS‑compliant practices."
contactor_card,PCB Terminal Test Pins,Passives,Test PIN,AUTO,VERO TECHNOLOGIES,20-2136,"electronic component, passive, unspecified",kg,0.00056,0.00056,Input,Chossen passive generic because it includes thins kind of components and there is not another alternative.
contactor_card,F1,Passives,Protection,AUTO,Littelfuse,microSMD005F,"electronic component, passive, unspecified",kg,1.0018708e-05,1.0018708e-05,Input,
contactor_card,IC1,Modules,Hybrid relays,AUTO,Panasonic,AQV210EHA,"electronic component production, active, unspecified",kg,0.000427,0.000427,Input,"The PhotoMOS is a solid-state relay combining an LED and MOSFETs in an SMD package. No specific ecoinvent dataset exists. The generic active dataset averages diodes, transistors, and ICs, which reasonably captures the mix of technologies present in the component"
contactor_card,J1,Electromechanical,Connectors,AUTO,TYCO ELECTRONICS,640900-1,"electric connector production, wire clamp",kg,0.00319,0.00319,Input,Mass info: https://www.tme.eu/se/details/640900-1/signalkontaktdon-avstand-6-35mm/te-connectivity/
contactor_card,"J2,J4",Electromechanical,Connectors,AUTO,TE Connectivity,350789-1,"electric connector production, peripheral type buss",kg,0.003966,0.003966,Input,Good proxy for a general‑purpose industrial connector; not exact but covers similar materials and function For the mass: https://www.tme.com/in/en/details/350789-1/raster-signal-connectors-6-35mm/te-connectivity/
contactor_card,J3,Electromechanical,Connectors,AUTO,OSRAM,N2514-6003RB,"electric connector production, wire clamp",kg,0.00331,0.00331,Input,mass data: https://www.tme.com/ux/en-us/details/n2514-6003-rb/idc-connectors/3m/7100243253/
contactor_card,"R1-R6,R15-R19,R36-R46",Passives,Resistors,AUTO,GENERIC,R1206_270K_0.1%_0.25W_25PPM,"resistor production, surface-mounted",kg,0.000282832,0.000282832,Input,
contactor_card,"R7-R14, R20-R35,R47 > R62, R65 > R72,R76 > R83, R87 > R102, R106 > R121, R123 > R130, R135 > R142, R159 > R166, R179 > R186, R199 > R206, R223 > R230, R245 > R252",Passives,Resistors,AUTO,GENERIC,R1206_4K3_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,0.001851264,0.001851264,Input,
contactor_card,"R63,R75",Passives,Resistors,AUTO,GENERIC,R1206_30K_0.1%_0.25W_25PPM,"resistor production, surface-mounted",kg,2.5712e-05,2.5712e-05,Input,
contactor_card,"R64, R74, R85, R86, R103,R221, R222",Passives,Resistors,AUTO,Generic,R1206_1K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,8.9992e-05,8.9992e-05,Input,
contactor_card,"R73, R213, R214,R237, R238",Passives,Resistors,AUTO,GENERIC,R1206_100K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,6.428e-05,6.428e-05,Input,
contactor_card,"R84, R122, R131 > R134, R149, R150, R157, R158",Passives,Resistors,AUTO,Generic,R1206_10K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,0.00012856,0.00012856,Input,
contactor_card,R104,Passives,Resistors,AUTO,Generic,R1206_2K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,1.2856e-05,1.2856e-05,Input,
contactor_card,R105,Passives,Resistors,AUTO,Generic,R1206_100R_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,1.2856e-05,1.2856e-05,Input,
contactor_card,"R143 > R148, R151 > R156,R167 > R178, R187 > R198,R207 > R212, R215 > R220, R231 > R236, R239 > R244, R253 > R258",Passives,Resistors,AUTO,GENERIC,R1206_33K_1%_0.25W_100PPM,"resistor production, surface-mounted",kg,0.000848496,0.000848496,Input,
contactor_card,RV1,Passives,Resistors,AUTO,EPCOS / TDK,B72220S0511K101 or S20K510,"resistor production, wirewound, through-hole mounting",kg,0.005948,0.005948,Input,Mass data: https://www.tme.eu/en/details/b72220s0511k101/varistors-epcos-tdk/
contactor_card,"RL4, RL5",Electromechanical,Relays,AUTO,OMRON ELECTRONIC,G2RL-24-DC24,"transformer production, low voltage use",kg,0.03398,0.03398,Input,Relay trated as a magnet becaus eof material similarity. Mass info: https://www.lovechip.com/product/g2rl-24-dc24
contactor_card,SMD_PROCESS,Assembly Processes,SMD,AUTO,,,"mounting, surface mount technology, Pb-free solder",m2,0.017,,Input,
contactor_card,THT_PROCESS,Assembly Processes,THT,AUTO,,,"mounting, through-hole technology, Pb-free solder",m2,0.017,,Input,
contactor_card,"C1, C3",Passives,Capacitors,MLCC,GENERIC,CC1206_100PF_50V_5%_NP0,"capacitor production, for surface-mounting",kg,0.000113152,0.000113152,Input,"SMD type capacitors"" and ""termination (SMT)  exactly what MLCCs are."
contactor_card,"C2, C6, C7",Passives,Capacitors,MLCC,GENERIC,CC1206_1NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,0.000169728,0.000169728,Input,"SMD type capacitors"" and ""termination (SMT)  exactly what MLCCs are."
contactor_card,"C4, C5",Passives,Capacitors,MLCC,GENERIC,CC1206_100NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,0.000113152,0.000113152,Input,"SMD type capacitors"" and ""termination (SMT)  exactly what MLCCs are."
contactor_card,"C8, C9",Passives,Capacitors,MLCC,GENERIC,CC1206_10NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,0.000113152,0.000113152,Input,"SMD type capacitors"" and ""termination (SMT)  exactly what MLCCs are."
contactor_card,"D1, D3, D12",Discrete Semiconductors,Small signal,Dual,NXP SEMICONDUCTORS,BAV199,"diode production, glass-, for surface-mounting",kg,2.46375e-05,2.46375e-05,Input,
contactor_card,"D2, D4-D6, D9, D10, D13, D14",Discrete Semiconductors,Small signal,Zener,NEXPERIA,BZV55-B10,"diode production, glass-, for surface-mounting",kg,0.00014992,0.00014992,Input,
contactor_card,D7,Discrete Semiconductors,Small signal,TVS,onsemi (Fairchild),SMBJ24A,"diode production, glass-, for surface-mounting",kg,0.000102937052,0.000102937052,Input,"""it is SMD"","
contactor_card,"D8, D11",Discrete Semiconductors,Small signal,TVS,LITTELFUSE,SMBJ48CA,"diode production, glass-, for surface-mounting",kg,0.000205874104,0.000205874104,Input,
contactor_card,D15-D20,Discrete Semiconductors,Power,Rectifier diode,VISHAY,VS-45EPS16L-M3,"transistor production, wired, big size, through-hole mounting",kg,0.03252,0.03252,Input,Selected a transistor because the characteristics (materials and size) are more similar
contactor_card,LD1,Discrete Semiconductors,Optoelectronics,LED,OSRAM,LY T676-R1S2-26,light emitting diode production,kg,0.00035,0.00035,Input,Represents a 5mm through‑hole LED (your LD1 is SMD). Default weight assumption: 0.35 g per LED
contactor_card,T1,Discrete Semiconductors,Small signal,Bipolar Transistor,onsemi,MMBT3906L,"transistor production, surface-mounted",kg,8.2125e-06,8.2125e-06,Input,Specific for surface‑mounted transistors; matches SOT‑23 package.
contactor_card,"T2,T5",Discrete Semiconductors,Power,MOSFET,ST MICROELECTRONICS,STD10NF10T4,"transistor production, surface-mounted",kg,0.00066529,0.00066529,Input,Specific for surface‑mounted transistors.
contactor_card,HS1-HS6,Hardware,Thermal Management,Heatsink,FISCHER ELEKTRONIK,FK 245 MI 247 O,"copper, cathode + metal working, average for copper product manufacturing",kg,0.03,0.03,Input,"MASS FROM DATABASE, Aproximated as hardware"
control_backplane_card,J7A,Electromechanical,Connectors,AUTO,TYCO ELECTRONICS,1-770178-0,"electric connector production, wire clamp",kg,0.00738,0.00738,Input,mass info: https://www.tme.eu/se/details/amp-1-770178-0/signalkontaktdon-avstand-4-14mm/te-connectivity/1-770178-0/
control_backplane_card,J7B,Electromechanical,Connectors,AUTO,TYCO ELECTRONICS,350711-1,"electric connector production, wire clamp",kg,0.003465,0.003465,Input,mass info: https://www.tme.eu/se/details/350711-1/signalkontaktdon-avstand-6-35mm/te-connectivity/
control_backplane_card,J6,Electromechanical,Connectors,AUTO,3M,N3793-6302RB,"electric connector production, wire clamp",kg,0.00405,0.00405,Input,MASS INFO: https://www.tme.eu/ps/en/details/n3793-6302rb/idc-connectors/3m/
control_backplane_card,"J1,J8",Electromechanical,Connectors,AUTO,3M,N3314-6302RB,"electric connector production, wire clamp",kg,0.00405,0.00405,Input,MASS INFO: https://www.tme.eu/ps/en/details/n3793-6302rb/idc-connectors/3m/
control_backplane_card,"J1,J8",Electromechanical,Connectors,AUTO,3M,N3314-6302RB,"electric connector production, wire clamp",kg,0.0081,0.0081,Input,MASS INFO: https://www.tme.eu/se/details/n3314-6302rb/idc-kontaktdon/3m/7100251529/
control_backplane_card,"J2,J5",Electromechanical,Connectors,AUTO,3M,N3428-6302RB,"electric connector production, wire clamp",kg,0.03636257408,0.03636257408,Input,Calculated because there were different mass values depending on the website
control_backplane_card,"J3,J4",Electromechanical,Connectors,AUTO,3M,N3429-6302RB,"electric connector production, wire clamp",kg,0.0423207424,0.0423207424,Input,Calculated because there were different mass values depending on the website
control_backplane_card,screws,Hardware,Mounting hardware,AUTO,3M,3341-5,"market for steel, low-alloyed + metal working, average for steel product manufacturing",kg,0.00884695,0.00884695,Input,"This combination represents the two required stages for metal-component LCAs: (1) stainless‑steel material production, and (2) forming/working processes needed to shape hardware like screws."
digital_control,PCB,PCB,,AUTO,,,"printed wiring board production, for through-hole mounting, Pb free surface",m2,0.0195,0.06006,Input,The only model of bare PCB
digital_control,L8,Passives,Inductors,AUTO,WURTH ELEKTRONIK,7447797180,"inductor production, ring core choke type",kg,0.004,0.004,Input,The ecoinvent model is of a 6.3 g so is closer than the other model. https://www.mouser.mx/ProductDetail/Wurth-Elektronik/7447797180?qs=J4sk5G6CMwZAcdfQztcYmw%3D%3D
digital_control,L9,Passives,Inductors,AUTO,WURTH ELEKTRONIK,7447798221,"inductor production, ring core choke type",kg,0.004,0.004,Input,The ecoinvent model is of a 6.3 g so is closer than the other model. https://www.mouser.mx/ProductDetail/Wurth-Elektronik/7447797180?qs=J4sk5G6CMwZAcdfQztcYmw%3D%3D
digital_control,LP5,Hardware,Mounting hardware,AUTO,BIVAR,RLP4-200-500,polycarbonate + injection moulding,kg,0.00129,0.00129,Input,plastic part. mass in: https://www.mouser.mx/ProductDetail/Bivar/RLP4-200-500?qs=DTo5u7NUXXGTGKnPVKmOcQ%3D%3D
digital_control,"PB1, PB2, PB3",Electromechanical,Switches,AUTO,OMRON,B3U-1100P,"electronic component, passive, unspecified",kg,6.6e-05,6.6e-05,Input,mass: https://www.mouser.mx/ProductDetail/Omron-Electronics/B3U-1100P?qs=q8ECNkb1%2FvMiNWwbhMFu4g%3D%3D
digital_control,SMD_PROCESS,Assembly Processes,SMD,AUTO,,,"mounting, surface mount technology, Pb-free solder",m2,0.0195,,Input,
digital_control,THT_PROCESS,Assembly Processes,THT,AUTO,,,"mounting, through-hole technology, Pb-free solder",m2,0.0195,,Input,
digital_control,"C1, C2, C5, C7, C9, C11, C14, C15, C16, C17, C18, C20, C21, C23, C24, C26, C27, C29, C30, C32, C33, C35, C36, C38, C39, C41, C44, C47, C48, C49, C50, C54, C55, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C78, C79, C80, C81, C86, C87, C88, C89, C94, C96, C99, C106, C108, C110, C111, C112, C113, C116, C117, C118, C119, C120, C122, C123, C124, C125, C126, C128, C129, C130, C131, C132, C133, C134, C135, C138, C139, C140, C141, C142, C143, C167_DIG_IND_IN_1, C167_DIG_IND_IN_2, C167_DIG_IND_IN_3, C167_DIG_IND_IN_4, C167_DIG_IND_IN_5, C167_DIG_IND_IN_6, C167_DIG_IND_IN_7, C167_DIG_IND_IN_8, C167_DIG_IND_IN_9, C167_DIG_IND_IN_10, C167_DIG_IND_IN_11, C167_DIG_IND_IN_12, C167_DIG_IND_IN_13, C167_DIG_IND_IN_14, C171, C173, C175, C187, C189, C190, C191, C192, C193, C194, C195, C196, C197, C198, C199, C200, C201, C202, C203, C204, C205, C206, C207, C208, C213, C214, C215, C216, C217, C218, C219, C220, C221, C222, C223, C224, C228, C229, C230, C231, C232, C233, C234, C235, C236, C237, C238, C239, C240, C241, C242, C257, C258, C261, C262, C270, C271, C272, C274, C275, C276, C277, C278, C279, C280, C288",Passives,Capacitors,MLCC,GENERIC,CC0402_100NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,0.000273,0.000273,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C3, C4",Passives,Capacitors,MLCC,GENERIC,CC0402_22PF_50V_5%_C0G,"capacitor production, for surface-mounting",kg,3.25e-06,3.25e-06,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C6, C13, C22, C25, C28, C31, C34, C37, C40, C109, C115, C121, C127",Passives,Capacitors,MLCC,GENERIC,CC0603_22UF_10V_20%_X5R,"capacitor production, for surface-mounting",kg,8.6528e-05,8.6528e-05,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C8, C10, C19",Passives,Capacitors,MLCC,GENERIC,CC0402_4.7UF_6.3V_20%_X5R,"capacitor production, for surface-mounting",kg,4.875e-06,4.875e-06,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C12, C46, C51, C52, C53, C170, C172, C174, C273",Passives,Capacitors,MLCC,GENERIC,CC0402_10UF_6.3V_20%_X5R,"capacitor production, for surface-mounting",kg,1.4625e-05,1.4625e-05,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C42, C160, C165, C166, C177, C178, C179, C184, C185, C186, C264",Passives,Capacitors,MLCC,GENERIC,CC1210_10UF_75V_10%_X7R,"capacitor production, for surface-mounting",kg,0.00076714638,0.00076714638,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,C43,Passives,Capacitors,MLCC,GENERIC,CC1210_47UF_16V_10%_X5R,"capacitor production, for surface-mounting",kg,6.974058e-05,6.974058e-05,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C56, C57, C72, C73, C74, C75, C76, C77, C82, C83, C84, C85, C90, C91, C93, C95, C97, C98, C100, C101, C136, C137, C144, C145, C146, C147, C148, C149, C150, C151, C152, C153, C154, C155, C156, C157, C211, C212, C247, C248, C249, C250, C254, C255, C256, C259, C260, C281, C282, C283, C284, C285, C286, C287, C289, C290, C291",Passives,Capacitors,MLCC,GENERIC,CC0805_100NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,0.000741,0.000741,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C92_CONTACT_OUT_0, C92_CONTACT_OUT_1, C92_CONTACT_OUT_2, C92_CONTACT_OUT_3, C92_CONTACT_OUT_4, C92_CONTACT_OUT_5",Passives,Capacitors,MLCC,GENERIC,CC0805_1UF_100V_10%_X7S,"capacitor production, for surface-mounting",kg,7.8e-05,7.8e-05,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,"C105, C107, C163, C164, C225_P24V_FUSE1, C225_P24V_FUSE2, C225_P24V_FUSE3, C225_P24V_FUSE4, C225_P24V_FUSE5, C225_P24V_FUSE6, C225_P24V_FUSE7, C225_P24V_FUSE8, C226_P24V_FUSE1, C226_P24V_FUSE2, C226_P24V_FUSE3, C226_P24V_FUSE4, C226_P24V_FUSE5, C226_P24V_FUSE6, C226_P24V_FUSE7, C226_P24V_FUSE8",Passives,Capacitors,MLCC,GENERIC,CC0603_100NF_50V_10%_X7R,"capacitor production, for surface-mounting",kg,0.00013312,0.00013312,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,C114,Passives,Capacitors,MLCC,GENERIC,CC1808_1NF_3000V_10%_X7R,"capacitor production, for surface-mounting",kg,9.36e-05,9.36e-05,Input,Dimmensions info: https://www.fhcomp.com/en/product_page/?code=010103&page=57
digital_control,C158,Passives,Capacitors,MLCC,GENERIC,CC0402_NO-VALUE,"capacitor production, for surface-mounting",kg,1.625e-06,1.625e-06,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,C159,Passives,Capacitors,MLCC,GENERIC,CC0402_NO-VALUE,"capacitor production, for surface-mounting",kg,1.625e-06,1.625e-06,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
digital_control,C161,Passives,Capacitors,MLCC,GENERIC,CC0402_15NF_50V_5%_X7R,"capacitor production, for surface-mounting",kg,1.625e-06,1.625e-06,Input,Dimmensiones information: https://www.torchcapacitor.com/high-q-multylayer-ceramic-chip-capacitor-0402 
